title,price,hood,URL,Description
2019 Mercedes-Benz GLC-Class GLC 350e AWD All Wheel SKU:KF563755,"$40,898",please Call-please Confirm-please Come today*425-224-3384* eastside ,https://seattle.craigslist.org/est/ctd/d/bellevue-2019-mercedes-benz-glc-class/7445920969.html,"
        ,
, ,
,☎ ,(425) 224-3384,🚗 ,KF563755 , 2L 4 Cylinder Engine Turbocharged, KF563755, -, 30664, Black, Automatic, Selenite Grey Metallic,
,



,

🔑 Well buy your car, no purchase necessary,
🔑 Mega selection of over 100,000 new & used vehicles online,
🔑  No-hassle financing,
🔑 Little to No Money Down in Many Instances,
🔑 1Price used vehicles, no haggle, no pressure,
🔑 Used vehicle 5-day return policy,

,

✔️ Great Credit,
✔️ Bad Credit ,
✔️ No Credit,
✔️ No Co-Signer,
✔️ First Time Buyers,
✔️ Recent Divorce,
✔️  Discharged Bankruptcy,
✔️ Multiple Repo's ,
✔️ Short Job Time,
✔️ Foreclosure,
✔️  Child Support,
✔️ Student Loans,
✔️  Zero No Money Down Payment,
✔️  Negative Equity,


┅┅┅┅┅┅┅┅┅┅┅┅┅┅┅┅┅,
,
,
,
┅┅┅┅┅┅┅┅┅┅┅┅┅┅┅┅┅,



,

, ,
⚠️ As the nation's largest automobile retailer, vehicles are often moved from one dealership to another WITHOUT prior notice. We STRONGLY URGE you to call or email to verify availability of any used vehicle prior to coming in. With hundreds of dealerships and thousands of vehicles available nationwide, PLEASE don't waste your time by skipping this simple step.  ⚠️ ,

,

, You can immediately confirm availability of this vehicle by calling 📱 ,  using this stock number: ,

,
,
Subject to prior sale., Call to confirm availability., ,Bellevue, WA 98005,	,
						
,	,	,				
,	,	,
						
			If youre seeing this ad, it is likely that the vehicle IS for sale within the Autonation network. Our intent is to prevent you from showing up after the vehicle has been moved.  Give us a call, let us physically touch it and confirm its availability. Well provide the local dealership name and address so that you dont waste your time.		,	,
						
,	,	,
						
			If the post still has a phone number, we almost certainly still have the vehicle at one of your local Autonation dealerships. Simply dial the number above and we'll be happy to point you to the correct store. We may even bring the vehicle to a store near you.		,	,
						
,	,	,
						
			No. We are not a buy here - pay here lot. However, because we are the largest retailer of New and Used vehicles in the U.S. we have access to banks and credit unions that can be a tremendous benefit to extremely challenged credit.		,	,
						
,	,	,
						
			Many customers actually take delivery 			
			,			
			 While this isn't a possibility in every situation, it is often an option when transacting with an Autonation dealership.		,	,
						
,	,	,
						
			,			
			 We need to buy cars from customers every day because of the huge demand in the used vehicle market. It isn't necessary for you to buy a vehicle either.  We'd love to purchase your vehicle regardless of age or mileage in most cases.		,	,
						
,	,	,
						
			This is another very common situation that usually 			
			,			
			prevent you from trading your vehicle and taking delivery of your next New or PreOwned vehicle.		,	,
						
,	,	,
						
			We've found that every single customer wants our bottom-line best price up front. Imagine going to a dealership and telling them ""don't tell me your best price, instead, keep going back and forth to your manager and waste as much of my time as possible, until we finally find your best price, and then try to guilt me into buying because you spent so much time with me"". If that's actually what you want, you may need help.		,	,
						
			We put our bottom line lowest price on every pre-owned vehicle and then let you decide if, and when you want to buy it. No pressure.		,	,
						
,	,	,
						
			COPY AND PASTE the link and in this ad, and find the CONTACT US tab on the right side of the Showroom Page.  Just ask ""Where might I see this vehicle?"". Someone will respond promptly.		,	,
						
,	,	,
						
			Yes. We have very simple process for this very common situation. Just give us a call.		,	,
						,As America's Largest Automotive Retailer we have thousands of other vehicles, ,Copy and paste the link below to view inventory from this and other nearby dealerships.,		
		
,The following items have been reconditioned on this vehicle:  all new tires,Panorama Sunroof,Premium Package,Burmester Surround Sound System,Selenite Grey Metallic,Sun/Moonroof,Smartphone Integration Package,Heated Steering Wheel,Keyless Start,Bluetooth Connection,All Wheel Drive,Black Fabric Headliner,Black Mb-Tex; Mb-Tex Upholstery,Heated Front Seats,Natural Grain Black Ash Wood Trim,Wheels: 18"" 5-Spoke (R31),This vehicle includes a Money-Back Guarantee* and passed our precise inspection process. Best of all the price you see is the price you pay. No haggling. No back and forth. No pressure. And this price is so good it is guaranteed. *Money-Back Guarantee is valid for 5 days or 250 miles, whichever comes first. Subject to certain terms and conditions. See store for details. Some restrictions apply. ,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 convertible coupe hatchback mini-van offroad pickup sedan truck suv wagon van fwd rwd awd 4wd gas diesel hybrid,Accessories & color may vary. Dealer not responsible for errors or omissions. New vehicle pricing may already include applicable manufacturer incentives which may expire at any time & are subject to incentive qualification criteria & requirements. Manufacturer incentive data & vehicle features is provided by third parties & believed to be accurate as of the time of publication. Please contact the store by email or phone for details & availability of incentives. Sales tax or other taxes, tag, title, registration fees, government fees, not included. $150 NEGOTIABLE SERVICE DOCUMENTARY FEE not included in quoted price. Pre-owned vehicle Money-Back Guarantee is valid for 5 days or 250 miles, whichever comes first. Subject to certain terms and conditions. See store for details. Some restrictions apply. Some used vehicles may have unrepaired safety recalls. You can check recall status by VIN, at www.safercar.gov.,A27FBAFAEA464DBBB650D168074EE06C 33427833 10215017,
    "
2018 Audi Q5 Premium Plus AWD All Wheel Drive SKU:J2151140,"$38,498",please Call-please Confirm-please Come today*425-224-3384* eastside ,https://seattle.craigslist.org/est/ctd/d/bellevue-2018-audi-q5-premium-plus-awd/7445923553.html,"
        ,
, ,
,☎ ,(425) 224-3384,🚗 ,J2151140 , 2L 4 Cylinder Engine Turbocharged, J2151140, -, 37586, Black, Automatic, Ibis White,
,



,

🔑 Well buy your car, no purchase necessary,
🔑 Mega selection of over 100,000 new & used vehicles online,
🔑  No-hassle financing,
🔑 Little to No Money Down in Many Instances,
🔑 1Price used vehicles, no haggle, no pressure,
🔑 Used vehicle 5-day return policy,

,

✔️ Great Credit,
✔️ Bad Credit ,
✔️ No Credit,
✔️ No Co-Signer,
✔️ First Time Buyers,
✔️ Recent Divorce,
✔️  Discharged Bankruptcy,
✔️ Multiple Repo's ,
✔️ Short Job Time,
✔️ Foreclosure,
✔️  Child Support,
✔️ Student Loans,
✔️  Zero No Money Down Payment,
✔️  Negative Equity,


┅┅┅┅┅┅┅┅┅┅┅┅┅┅┅┅┅,
,
,
,
┅┅┅┅┅┅┅┅┅┅┅┅┅┅┅┅┅,



,

, ,
⚠️ As the nation's largest automobile retailer, vehicles are often moved from one dealership to another WITHOUT prior notice. We STRONGLY URGE you to call or email to verify availability of any used vehicle prior to coming in. With hundreds of dealerships and thousands of vehicles available nationwide, PLEASE don't waste your time by skipping this simple step.  ⚠️ ,

,

, You can immediately confirm availability of this vehicle by calling 📱 ,  using this stock number: ,

,
,
Subject to prior sale., Call to confirm availability., ,Bellevue, WA 98005,	,
						
,	,	,				
,	,	,
						
			If youre seeing this ad, it is likely that the vehicle IS for sale within the Autonation network. Our intent is to prevent you from showing up after the vehicle has been moved.  Give us a call, let us physically touch it and confirm its availability. Well provide the local dealership name and address so that you dont waste your time.		,	,
						
,	,	,
						
			If the post still has a phone number, we almost certainly still have the vehicle at one of your local Autonation dealerships. Simply dial the number above and we'll be happy to point you to the correct store. We may even bring the vehicle to a store near you.		,	,
						
,	,	,
						
			No. We are not a buy here - pay here lot. However, because we are the largest retailer of New and Used vehicles in the U.S. we have access to banks and credit unions that can be a tremendous benefit to extremely challenged credit.		,	,
						
,	,	,
						
			Many customers actually take delivery 			
			,			
			 While this isn't a possibility in every situation, it is often an option when transacting with an Autonation dealership.		,	,
						
,	,	,
						
			,			
			 We need to buy cars from customers every day because of the huge demand in the used vehicle market. It isn't necessary for you to buy a vehicle either.  We'd love to purchase your vehicle regardless of age or mileage in most cases.		,	,
						
,	,	,
						
			This is another very common situation that usually 			
			,			
			prevent you from trading your vehicle and taking delivery of your next New or PreOwned vehicle.		,	,
						
,	,	,
						
			We've found that every single customer wants our bottom-line best price up front. Imagine going to a dealership and telling them ""don't tell me your best price, instead, keep going back and forth to your manager and waste as much of my time as possible, until we finally find your best price, and then try to guilt me into buying because you spent so much time with me"". If that's actually what you want, you may need help.		,	,
						
			We put our bottom line lowest price on every pre-owned vehicle and then let you decide if, and when you want to buy it. No pressure.		,	,
						
,	,	,
						
			COPY AND PASTE the link and in this ad, and find the CONTACT US tab on the right side of the Showroom Page.  Just ask ""Where might I see this vehicle?"". Someone will respond promptly.		,	,
						
,	,	,
						
			Yes. We have very simple process for this very common situation. Just give us a call.		,	,
						,As America's Largest Automotive Retailer we have thousands of other vehicles, ,Copy and paste the link below to view inventory from this and other nearby dealerships.,		
		
,Premium Plus Package,Wheels: 8"" X 19"" 5-Arm-Wing Design Wheel,Sun/Moonroof,Leather Seats,Usb Cables,Keyless Start,Bluetooth Connection,Rear Spoiler,All Wheel Drive,Black; Leather Seating Surfaces,Ibis White,This vehicle includes a Money-Back Guarantee* and passed our precise inspection process. Best of all the price you see is the price you pay. No haggling. No back and forth. No pressure. And this price is so good it is guaranteed. *Money-Back Guarantee is valid for 5 days or 250 miles, whichever comes first. Subject to certain terms and conditions. See store for details. Some restrictions apply. ,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 convertible coupe hatchback mini-van offroad pickup sedan truck suv wagon van fwd rwd awd 4wd gas diesel hybrid,Accessories & color may vary. Dealer not responsible for errors or omissions. New vehicle pricing may already include applicable manufacturer incentives which may expire at any time & are subject to incentive qualification criteria & requirements. Manufacturer incentive data & vehicle features is provided by third parties & believed to be accurate as of the time of publication. Please contact the store by email or phone for details & availability of incentives. Sales tax or other taxes, tag, title, registration fees, government fees, not included. $150 NEGOTIABLE SERVICE DOCUMENTARY FEE not included in quoted price. Pre-owned vehicle Money-Back Guarantee is valid for 5 days or 250 miles, whichever comes first. Subject to certain terms and conditions. See store for details. Some restrictions apply. Some used vehicles may have unrepaired safety recalls. You can check recall status by VIN, at www.safercar.gov.,A27FBAFAEA464DBBB650D168074EE06C 33503352 10215117,
    "
2017 Mercedes-Benz GLE GLE 350 Sport Utility 4D suv Silver - FINANCE,"$41,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2017-mercedes-benz-gle-gle-350/7445875432.html,"
        ,
,During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. ,In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, we’re providing touchless delivery that make all aspects of our process even safer. Now, you can get the car you want, and trade in your old one, while avoiding person-to-person contact with our friendly advocates. There are some things that can’t be put off. And if buying a car is one of them, know that we’re doing everything we can to keep you keep moving while continuing to put your health safety, and happiness first. ,*Mercedes-Benz* *GLE* *MBZ* *Mercedes-Benz* *GLE* *G350* *Bluetec* *Mercedes-Benz* *GLE* *G* *350* *Bluetec* *Mercedes-Benz* *GLE* *280* *4Matic* *Mercedes-Benz* *GLE* *300* *4Matic* *Mercedes-Benz* *GLE* *350* *4Matic* *Mercedes-Benz* *GLE* *200* *CDI* *BlueEfficiency* *Mercedes-Benz* *GLE* *220* *CDI* *BlueEfficiency* *Mercedes-Benz* *GLE* *220* *CDI* *4Matic* *BlueEfficiency* *Mercedes-Benz* *GLE* *250* *CDI* *4Matic* *BlueEfficiency* *Mercedes-Benz* *GLE* *320* *CDI* *4Matic* *Mercedes-Benz* *GLE* *350* *CDI* *4Matic* *Mercedes-Benz* *GLE* *GL450* *BlueEFFICIENCY* *Mercedes-Benz* *GLE* *GL* *450* *BlueEFFICIENCY* *Mercedes-Benz* *GLE* *GL500* *BlueEFFICIENCY* *Mercedes-Benz* *GLE* *GL* *500* *BlueEFFICIENCY* *Mercedes-Benz* *GLE* *GL* *63* *AMG* *Mercedes-Benz* *GLE* *GL63* *AMG* *Cross* *Over* *SUV* 2023  2022  2021  2020  2019  2018  2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000   23  22  21    19  18  17  16  15  14  13  12  11  10  09  08  07  06  05  04  03  02  01  00    "
2018 Chevy Chevrolet Equinox LT Sport Utility 4D suv White - FINANCE,"$23,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2018-chevy-chevrolet-equinox-lt/7445875441.html,"
        ,
,During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. ,In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, we’re providing touchless delivery that make all aspects of our process even safer. Now, you can get the car you want, and trade in your old one, while avoiding person-to-person contact with our friendly advocates. There are some things that can’t be put off. And if buying a car is one of them, know that we’re doing everything we can to keep you keep moving while continuing to put your health safety, and happiness first. ,*Chevrolet* *Equinox* *Chevy* *Chevrolet* *Equinox* *LTZ* *Chevrolet* *Equinox* *LS* *FWD* *Chevrolet* *Equinox* *LS* *AWD* *Chevrolet* *Equinox* *1LT* *FWD* *Chevrolet* *Equinox* *1LT* *AWD* *Chevrolet* *Equinox* *2LT* *FWD* *Chevrolet* *Equinox* *2LT* *AWD* *Chevrolet* *Equinox* *LTZ* *FWD* *Chevrolet* *Equinox* *LTZ* *AWD* *SUV* 2023  2022  2021  2020  2019  2018  2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000   23  22  21    19  18  17  16  15  14  13  12  11  10  09  08  07  06  05  04  03  02  01  00    "
"2013 Honda Odyssey  EX-L Minivan, Passenger","$16,888",Lexus of Bellevue eastside ,https://seattle.craigslist.org/est/ctd/d/bellevue-2013-honda-odyssey-ex-minivan/7445848812.html,"
        ,
, 2013 , Honda, Odyssey, 722352A , 5FNRL5H60DB071579 , EX-L , 98,979, White Diamond Pearl / Truffle, Minivan, Passenger, Automatic, B6F386495056A981, 3.5L 6  Cyl , Gasoline, FWD, 18 City / 27 Hwy,           ,                      ,CARFAX One-Owner. LOCAL TRADE, BACK UP CAMERA, HAS SERVICE RECORDS, LEATHER, NAVIGATION, 3rd row seats: split-bench, 7 Speakers, Exterior Parking Camera Rear, Four wheel independent suspension, Front dual zone A/C, Heated front seats, Leather Seat Trim, Navigation System, Power moonroof, Radio data system, Remote keyless entry, Speed-Sensitive Wipers.2013 Honda Odyssey EX-L White Diamond Pearl FWD 3.5L V6 SOHC i-VTEC 24V 5-Speed Automatic18/27 City/Highway MPGCome to www.lexusofbellevue.com To See Our Specials!! Call us at 425-533-2147 for Help with any of our departments. Enjoy a seamless, transparent luxury buying experience at Lexus of Bellevue and Lexus Plus. A dealer documentary service fee in an amount up to one hundred and fifty dollars may be added to the sale price or capitalized cost.Awards: * 2013 KBB.com 10 Best Family Cars * 2013 KBB.com Brand Image AwardsKelley Blue Book Brand Image Awards are based on the Brand Watch(tm) study from Kelley Blue Book Market Intelligence. Award calculated among non-luxury shoppers. For more information, visit www.kbb.com. Kelley Blue Book is a registered trademark of Kelley Blue Book Co., Inc. ,101 116th Ave SE ,Bellevue, WA 98004 ,License #64602,Subject to prior sale. The price listed for this vehicle does not include charges such as: License, Title, Registration Fees, State or Local Taxes, Finance Charges, Optional Credit or Liability Insurance, Delivery Fee, and negotiable State Documentary Service Fee. The Dealership makes no representations, expressed or implied, to any actual or prospective purchaser or owner of this vehicle as to the existence, ownership, accuracy, description or condition of this vehicle's listed equipment, accessories, price or any warranties. Vehicle Pricing - Where permitted by law, all dealer fees and amounts must be disclosed in a clear, conspicuous and legible fashion. There are no exclusions. The Dealership is not responsible for typographical errors in price or equipment listed. Any and all differences must be addressed prior to the sale of this vehicle.,

, Powered by Automoxie.com
    "
2018 Tesla Model 3 Long Range Sedan 4D sedan Gray - FINANCE ONLINE,"$46,590",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2018-tesla-model-long-range/7445844058.html,"
        ,
,During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. ,In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, we’re providing touchless delivery that make all aspects of our process even safer. Now, you can get the car you want, and trade in your old one, while avoiding person-to-person contact with our friendly advocates. There are some things that can’t be put off. And if buying a car is one of them, know that we’re doing everything we can to keep you keep moving while continuing to put your health safety, and happiness first. ,*Tesla* *Model* *3* *Base* *Tesla* *Model* *3* *Sport* *2dr* *Convertible* 2023  2022  2021  2020  2019  2018  2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000   23  22  21    19  18  17  16  15  14  13  12  11  10  09  08  07  06  05  04  03  02  01  00    "
2014 INFINITI Q60 Convertible 2D Convertible White - FINANCE ONLINE,"$25,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2014-infiniti-q60-convertible/7445844869.html,"
        ,
,During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. ,In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, we’re providing touchless delivery that make all aspects of our process even safer. Now, you can get the car you want, and trade in your old one, while avoiding person-to-person contact with our friendly advocates. There are some things that can’t be put off. And if buying a car is one of them, know that we’re doing everything we can to keep you keep moving while continuing to put your health safety, and happiness first. ,*INFINITI* *Q60* *Base* *2dr* *INFINITI* *Q60* *rear* *wheel* *drive* *coupe* *INFINITI* *Q60* *convertible* 2023  2022  2021  2020  2019  2018  2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000   23  22  21    19  18  17  16  15  14  13  12  11  10  09  08  07  06  05  04  03  02  01  00    "
2019 Chevy Chevrolet Traverse LS Sport Utility 4D suv Black - FINANCE,"$33,590",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2019-chevy-chevrolet-traverse/7445844099.html,"
        ,
,During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. ,In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, we’re providing touchless delivery that make all aspects of our process even safer. Now, you can get the car you want, and trade in your old one, while avoiding person-to-person contact with our friendly advocates. There are some things that can’t be put off. And if buying a car is one of them, know that we’re doing everything we can to keep you keep moving while continuing to put your health safety, and happiness first. ,*Chevrolet* *Traverse* *Chevy* *Chevrolet* *Traverse* *LT* *Chevrolet* *Traverse* *LTZ* *Chevrolet* *Traverse* *LS* *FWD* *Chevrolet* *Traverse* *LS* *AWD* *Chevrolet* *Traverse* *1LT* *FWD* *Chevrolet* *Traverse* *1LT* *AWD* *Chevrolet* *Traverse* *2LT* *FWD* *Chevrolet* *Traverse* *2LT* *AWD* *Chevrolet* *Traverse* *LTZ* *FWD* *Chevrolet* *Traverse* *LTZ* *AWD* *Crossover* *SUV* 2023  2022  2021  2020  2019  2018  2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000   23  22  21    19  18  17  16  15  14  13  12  11  10  09  08  07  06  05  04  03  02  01  00    "
2019 Hyundai Ioniq Hybrid Electric SEL Hatchback,$290,Est. payment OAC eastside ,https://seattle.craigslist.org/est/ctd/d/kirkland-2019-hyundai-ioniq-hybrid/7445847503.html,"
        ,
,
,CARFAX One-Owner. Clean CARFAX. Ceramic White 2019 Hyundai Ioniq Hybrid SEL FWD 6-Speed EcoShift Dual Clutch 1.6L I4 DGI Hybrid DOHC 16V LEV3-SULEV30 1.6L I4 DGI Hybrid DOHC 16V LEV3-SULEV30, 4-Wheel Disc Brakes, 6 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Apple CarPlay & Android Auto, Automatic temperature control, Bodyside moldings, Brake assist, Bumpers: body-color, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Exterior Parking Camera Rear, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front reading lights, Fully automatic headlights, Heated door mirrors, Heated Front Bucket Seats, Heated front seats, Illuminated entry, Knee airbag, Leather Shift Knob, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power steering, Power windows, Premium Cloth Seating Surfaces, Radio: AM/FM/MP3 Audio System, Rear seat center armrest, Rear window defroster, Remote keyless entry, Security system, Speed control, Speed-sensing steering, Split folding rear seat, Spoiler, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Turn signal indicator mirrors.,Recent Arrival! 55/54 City/Highway MPG , 2019 , Hyundai, Ioniq Hybrid, N3715735A, KMHC75LC5KU120590 , SEL , 13,869, Ceramic White / Charcoal Black, Hatchback, 6-Speed EcoShift Dual Clutch, B6F2FED45056A981, 1.60 4  Cyl , Hybrid, FWD,  City /  Hwy,📋  CARFAX Available on this 2019 Hyundai Ioniq Hybrid ,*Copy this link into your browser:, ↪ ,Google: ⭐ ⭐ ⭐ ⭐ ⭐  4.5 Rating - 1,326 reviews,SureCritic: ⭐ ⭐ ⭐ ⭐ ⭐  4.8 Rating - 3,639 reviews,
,
,Great Bank Financing Options Available ⭐ ,
,
,
,✔️ Great Credit,✔️ Bad Credit ,✔️ No Credit,✔️ No Co-Signer,✔️ First Time Buyers,✔️ Recent Divorce,✔️ Discharged Bankruptcy,✔️ Multiple Repo's ,✔️ Short Job Time,✔️ Foreclosure,✔️ Child Support,✔️ Student Loans,✔️ Zero No Money Down Payment,✔️ Negative Equity,💥  Huge Selection Of Quality Pre-Owned Cars ,💥  Leave The Lot With Confidence,💥 Trade-In Your Car,🚗 Check out our full inventory for more vehicles priced to move. ,* Copy this link into your browser: ,     * 6 Speakers                                                                * AM/FM radio: SiriusXM,     * Radio: AM/FM/MP3 Audio System                        * Air Conditioning,     * Automatic temperature control                                * Front dual zone A/C,     * Rear window defroster                                             * Power driver seat,     * Power steering                                                         * Power windows,     * Remote keyless entry                                               * Steering wheel mounted audio controls,     * Four wheel independent suspension                        * Speed-sensing steering,     * Traction control                                                       * 4-Wheel Disc Brakes,     * ABS brakes                                                              * Dual front impact airbags,     * Dual front side impact airbags                                 * Front anti-roll bar,     * Knee airbag                                                              * Low tire pressure warning,     * Occupant sensing airbag                                          * Overhead airbag,     * Brake assist                                                              * Electronic Stability Control,     * Exterior Parking Camera Rear                                 * Delay-off headlights,     * Fully automatic headlights                                      * Panic alarm,     * Security system                                                        * Speed control,     * Bodyside moldings                                                  * Bumpers: body-color,     * Heated door mirrors                                                 * Power door mirrors,     * Spoiler                                                                      * Turn signal indicator mirrors,     * Apple CarPlay & Android Auto                              * Driver door bin,     * Driver vanity mirror                                                * Front reading lights,     * Illuminated entry                                                     * Leather Shift Knob,     * Outside temperature display                                    * Overhead console,     * Passenger vanity mirror                                           * Rear seat center armrest,     * Tachometer                                                              * Telescoping steering wheel,     * Tilt steering wheel                                                   * Trip computer,     * Front Bucket Seats                                                   * Front Center Armrest,     * Heated Front Bucket Seats                                      * Heated front seats,     * Premium Cloth Seating Surfaces                             * Split folding rear seat,     * Passenger door bin                                                   * Alloy wheels,     * Wheels: 15"" x 6.0J Eco-Spoke Alum Aly (SEL Design),     * Variably intermittent wipers                                     ,
,
,11616 120th AVE NE ,Kirkland, WA 98034 ,License # 7621, http://atmxi.com/website/4556,Subject to prior sale. The price listed for this vehicle does not include charges such as: License, Title, Registration Fees, State or Local Taxes, Finance Charges, Optional Credit or Liability Insurance, Delivery Fee, and negotiable State Documentary Service Fee. The Dealership makes no representations, expressed or implied, to any actual or prospective purchaser or owner of this vehicle as to the existence, ownership, accuracy, description or condition of this vehicle's listed equipment, accessories, price or any warranties. Vehicle Pricing - Where permitted by law, all dealer fees and amounts must be disclosed in a clear, conspicuous and legible fashion. There are no exclusions. The Dealership is not responsible for typographical errors in price or equipment listed. Any and all differences must be addressed prior to the sale of this vehicle., ,

,AD ID: B6F2FED45056A981,
 , , Powered by Automoxie.com    "
2019 Mercedes-Benz C-Class C 300 AWD All Wheel Drive SKU:KU300779,"$36,488",AutoNation eastside ,https://seattle.craigslist.org/est/ctd/d/bellevue-2019-mercedes-benz-class-300/7445846785.html,"
        ,
,
, , ,
This , has just been Sold.,
,As America's Largest Automotive Retailer we have thousands of other vehicles, ,Use the link below to view inventory from this and other nearby dealerships.,		
		
,A27FBAFAEA464DBBB650D168074EE06C 33333426 10214226,
    "
